	Uid	Pid	recommendor_value	used_before_flag	row_count_new	row_count_overall
3696	U-193	8	0.7213692187032865	0	6	17
3697	U-193	33	0.70115535307872	0	7	18
3698	U-193	35	0.5923664999763701	1	12	19
3699	U-193	16	0.5843834539324841	1	13	20
3700	U-193	3	0.5355553551463472	0	8	21
3701	U-193	9	0.5070129833708833	1	14	22
3702	U-193	11	0.5036640252732558	0	9	23
3703	U-193	24	0.46958918246219983	0	10	24
3704	U-193	27	0.35482964279266627	0	11	25
3705	U-193	28	0.3526054346602898	0	12	26
3706	U-193	14	0.27791670261731977	0	13	27
3707	U-193	21	0.2451744413983576	1	15	28
3708	U-193	10	0.15068090609120388	0	14	29
3709	U-193	37	0.11356876621217732	0	15	30
3710	U-193	23	0.1048440432430508	0	16	31
3711	U-193	17	0.10411431751532862	0	17	32
3712	U-193	19	0.08401227035644782	0	18	33
3713	U-193	13	0.0484578407877535	0	19	34
3714	U-193	29	0.007689325096288724	0	20	35
3715	U-193	7	-0.02346925438034686	0	21	36
3716	U-193	12	-0.030603433010431558	0	22	37
3717	U-193	30	-0.09126667517935227	1	16	38
3718	U-193	26	-0.23259700639679737	0	23	39
3719	U-193	15	-0.28888385474412726	0	24	40
3720	U-194	6	1.333222444009013	1	1	1
3721	U-194	28	0.5268534956792512	1	2	2
3722	U-194	24	0.5225322419882911	1	3	3
3723	U-194	38	0.515254470562238	0	1	4
3724	U-194	29	0.3773926696727077	0	2	5
3725	U-194	21	0.339713857305235	0	3	6
3726	U-194	27	0.260968360277528	0	4	7
3727	U-194	18	0.23783852316135187	0	5	8
3728	U-194	35	0.20357808413905878	0	6	9
3729	U-194	37	0.1765632029866228	0	7	10
3730	U-194	2	0.17561211135430443	0	8	11
3731	U-194	39	0.17155647690581388	0	9	12
3732	U-194	20	0.16937448610912928	0	10	13
3733	U-194	22	0.1546871077303675	0	11	14
3734	U-194	30	0.13603753409389616	0	12	15
3735	U-194	26	0.1354297082389085	0	13	16
3736	U-194	7	0.11888522202207241	0	14	17
3737	U-194	1	0.11378575323333695	0	15	18
3738	U-194	4	0.10250527285944448	0	16	19
3739	U-194	12	0.09584819702655359	0	17	20
3740	U-194	3	0.07792994987991207	0	18	21
3741	U-194	14	0.0699307233936366	0	19	22
3742	U-194	11	0.05952885287826948	0	20	23
3743	U-194	10	0.04291769543304705	0	21	24
3744	U-194	19	0.021851877234222675	0	22	25
3745	U-194	9	0.015447709681192898	0	23	26
3746	U-194	36	0.002366183010087314	0	24	27
3747	U-194	40	-0.026083029431452937	0	25	28
3748	U-194	15	-0.04071980021948943	0	26	29
3749	U-194	31	-0.08885430655561946	0	27	30
3750	U-194	34	-0.12767566759379598	0	28	31
3751	U-194	13	-0.1518417397280162	0	29	32
3752	U-194	5	-0.1552005524554904	0	30	33
3753	U-194	17	-0.15556984774269653	0	31	34
3754	U-194	23	-0.19174267936019948	0	32	35
3755	U-194	8	-0.19541870389006535	0	33	36
3756	U-194	32	-0.1957789082412997	0	34	37
3757	U-194	25	-0.21006917089477548	0	35	38
3758	U-194	33	-0.2506563399782209	0	36	39
3759	U-194	16	-0.36800146477437046	0	37	40
3760	U-195	5	1.6909723276961857	1	1	1
3761	U-195	26	1.6630860060959423	1	2	2
3762	U-195	22	1.4133642179819317	1	3	3
3763	U-195	27	1.3998223421468075	1	4	4
3764	U-195	32	1.390267027694923	1	5	5
3765	U-195	11	0.9596555684325538	1	6	6
3766	U-195	2	0.7266491902008516	1	7	7
3767	U-195	16	0.7037212052922464	1	8	8
3768	U-195	28	0.6936466332577207	0	1	9
3769	U-195	4	0.6201836268843135	0	2	10
3770	U-195	13	0.6116194782846386	0	3	11
3771	U-195	20	0.6048814391452555	0	4	12
3772	U-195	8	0.5859299899121639	0	5	13
3773	U-195	15	0.5351481870239924	0	6	14
3774	U-195	37	0.5343955957199088	0	7	15
3775	U-195	34	0.5075445627744158	0	8	16
3776	U-195	9	0.41290541960499244	1	9	17
3777	U-195	33	0.4128656966617375	0	9	18
3778	U-195	14	0.3619081118953672	0	10	19
3779	U-195	3	0.3591261830821461	0	11	20
3780	U-195	6	0.33719116376040875	0	12	21
3781	U-195	30	0.30242461862937764	0	13	22
3782	U-195	40	0.257814263530054	0	14	23
3783	U-195	1	0.23760041199864565	1	10	24
3784	U-195	36	0.1831896528958612	0	15	25
3785	U-195	35	0.17708457039349607	0	16	26
3786	U-195	39	0.15451404271891503	0	17	27
3787	U-195	29	0.14352765842732762	1	11	28
3788	U-195	25	0.14029861672013577	0	18	29
3789	U-195	38	0.09531373598512233	0	19	30
3790	U-195	7	0.039355411530681006	0	20	31
3791	U-195	21	0.007356898817392432	0	21	32
3792	U-195	23	-0.0038565163763568666	0	22	33
3793	U-195	10	-0.011734507037430397	0	23	34
3794	U-195	19	-0.07439403476460227	0	24	35
3795	U-195	17	-0.3516446214034056	0	25	36
3796	U-195	12	-0.35482190094867117	0	26	37
3797	U-195	31	-0.39591549125200354	0	27	38
3798	U-195	18	-0.47694488577997163	0	28	39
3799	U-195	24	-0.5940518976330672	0	29	40
3800	U-196	7	0.6323251645255242	1	1	1
3801	U-196	26	0.4572291625262802	1	2	2
3802	U-196	40	0.4123630549639047	1	3	3
3803	U-196	27	0.3806296419179118	0	1	4
3804	U-196	15	0.3349961410064157	0	2	5
3805	U-196	23	0.29130629896049787	0	3	6
3806	U-196	10	0.2905216956385802	0	4	7
3807	U-196	37	0.2756446851991369	1	4	8
3808	U-196	16	0.23313651133829155	0	5	9
3809	U-196	3	0.21891350172095814	0	6	10
3810	U-196	13	0.20671122451696594	0	7	11
3811	U-196	6	0.2033808633735425	0	8	12
3812	U-196	28	0.1766289486069718	0	9	13
3813	U-196	2	0.15354216568617102	0	10	14
3814	U-196	11	0.1415434775962598	0	11	15
3815	U-196	18	0.13818521878417628	0	12	16
3816	U-196	5	0.11778890401841283	0	13	17
3817	U-196	29	0.11102499763774577	0	14	18
3818	U-196	9	0.1031504336180048	0	15	19
3819	U-196	21	0.08541511337758276	0	16	20
3820	U-196	17	0.07642985576496351	0	17	21
3821	U-196	33	0.06856022112039226	0	18	22
3822	U-196	14	0.06302860856267924	0	19	23
3823	U-196	36	0.03756141309831157	0	20	24
3824	U-196	31	0.03749355912493345	0	21	25
3825	U-196	1	0.0010244377926401788	0	22	26
3826	U-196	30	-0.0114968603226734	0	23	27
3827	U-196	32	-0.02190852512797986	0	24	28
3828	U-196	4	-0.023411736567752375	0	25	29
3829	U-196	19	-0.024506233094979554	0	26	30
3830	U-196	35	-0.05418153568468104	0	27	31
3831	U-196	22	-0.05812455673088879	0	28	32
3832	U-196	39	-0.08594125277710576	0	29	33
3833	U-196	25	-0.09266150111073324	0	30	34
3834	U-196	8	-0.11937969295362236	0	31	35
3835	U-196	12	-0.13067090093536526	0	32	36
3836	U-196	38	-0.13439689691764437	0	33	37
3837	U-196	20	-0.14817977955550443	0	34	38
3838	U-196	34	-0.1650802571604195	0	35	39
3839	U-196	24	-0.17859557153790592	0	36	40
3840	U-197	36	0.5185983559480132	1	1	1
3841	U-197	8	0.18841168486787033	0	1	2
3842	U-197	10	0.1341351383304237	0	2	3
3843	U-197	31	0.11532895948564711	0	3	4
3844	U-197	18	0.11164646131146375	0	4	5
3845	U-197	34	0.10628875462443077	0	5	6
3846	U-197	24	0.09370347119904326	0	6	7
3847	U-197	27	0.08561248125446881	0	7	8
3848	U-197	25	0.08544769839740254	0	8	9
3849	U-197	40	0.0706146675095633	0	9	10
3850	U-197	26	0.06514352544878768	0	10	11
3851	U-197	3	0.06076128433182711	0	11	12
3852	U-197	29	0.06028910689128349	0	12	13
3853	U-197	39	0.053482469473380395	0	13	14
3854	U-197	2	0.0460031402869457	0	14	15
3855	U-197	32	0.04256584970962038	0	15	16
3856	U-197	16	0.03675489636735597	0	16	17
3857	U-197	4	0.0335222280853905	0	17	18
3858	U-197	9	0.03203672366998827	0	18	19
3859	U-197	37	0.02479885218621026	0	19	20
3860	U-197	6	0.019347253095558386	0	20	21
3861	U-197	23	0.017050967120385306	0	21	22
3862	U-197	21	0.016349810668529613	0	22	23
3863	U-197	11	0.011574156471196074	0	23	24
3864	U-197	20	0.0038843489084668184	0	24	25
3865	U-197	38	0.0031807670045045228	0	25	26
3866	U-197	35	-0.008592972852883733	0	26	27
3867	U-197	15	-0.010236085466761503	0	27	28
3868	U-197	30	-0.027842453718864284	0	28	29
3869	U-197	5	-0.02861441766075304	0	29	30
3870	U-197	33	-0.038276191985270235	0	30	31
3871	U-197	1	-0.040209417855231765	0	31	32
3872	U-197	19	-0.0733439815100334	0	32	33
3873	U-197	13	-0.07454211935534699	0	33	34
3874	U-197	12	-0.09968908285321049	0	34	35
3875	U-197	17	-0.10922336465553453	0	35	36
3876	U-197	7	-0.12299563204624955	0	36	37
3877	U-197	14	-0.1265986230875826	0	37	38
3878	U-197	28	-0.1300317943800726	0	38	39
3879	U-197	22	-0.146336915219962	0	39	40
3880	U-198	17	1.2023531602669382	1	1	1
3881	U-198	7	1.1232895314159592	1	2	2
3882	U-198	30	0.9937256773703782	1	3	3
3883	U-198	6	0.8697014229860602	1	4	4
3884	U-198	18	0.8313061358879459	1	5	5
3885	U-198	13	0.814604216161563	1	6	6
3886	U-198	40	0.6531636763223159	1	7	7
3887	U-198	14	0.5966087209115161	0	1	8
3888	U-198	29	0.5862146059916636	1	8	9
3889	U-198	19	0.5839439429617361	1	9	10
3890	U-198	12	0.582365760699141	1	10	11
3891	U-198	5	0.5668697859018406	1	11	12
3892	U-198	37	0.5576502333617086	0	2	13
3893	U-198	31	0.552716757738476	0	3	14
3894	U-198	15	0.5515898735270462	0	4	15
3895	U-198	10	0.5083615326722235	0	5	16
3896	U-198	8	0.43584402981836456	0	6	17
3897	U-198	2	0.40470621816033125	0	7	18
3898	U-198	9	0.37776043965377865	0	8	19
3899	U-198	21	0.2971149996849585	0	9	20
3900	U-198	11	0.2822482882951497	0	10	21
3901	U-198	27	0.260554685921184	1	12	22
3902	U-198	28	0.1572128197447018	0	11	23
3903	U-198	34	0.1450902121215568	0	12	24
3904	U-198	35	0.13614008000077094	0	13	25
3905	U-198	33	0.12396472936377681	0	14	26
3906	U-198	22	0.11160495803237913	0	15	27
3907	U-198	3	0.06390323402534243	0	16	28
3908	U-198	32	0.04440980285473045	0	17	29
3909	U-198	24	0.04116414468017021	0	18	30
3910	U-198	4	-0.0031152935888535405	0	19	31
3911	U-198	38	-0.02561375349196715	0	20	32
3912	U-198	1	-0.04044779204394128	0	21	33
3913	U-198	20	-0.09157696518397429	0	22	34
3914	U-198	16	-0.1130657174020479	0	23	35
3915	U-198	26	-0.14550865418489067	0	24	36
3916	U-198	39	-0.1661115674704845	0	25	37
3917	U-198	25	-0.271691505340753	0	26	38
3918	U-198	36	-0.29796444639318936	0	27	39
3919	U-198	23	-0.30108798143360865	0	28	40
3920	U-199	31	2.9111125195876495	1	1	1
3921	U-199	4	1.9424153542431482	1	2	2
3922	U-199	36	1.7320984486833035	1	3	3
3923	U-199	39	1.6845744815943768	1	4	4
3924	U-199	20	1.346912918224711	1	5	5
3925	U-199	6	1.2972752576111066	1	6	6
3926	U-199	25	1.278898322225688	1	7	7
3927	U-199	38	1.2344917718841277	1	8	8
3928	U-199	23	1.1328176255542521	1	9	9
3929	U-199	2	1.01298082779835	1	10	10
3930	U-199	21	0.9781843728133274	1	11	11
3931	U-199	32	0.898832863914698	1	12	12
3932	U-199	19	0.7911373153387938	0	1	13
3933	U-199	26	0.7635708326956864	1	13	14
3934	U-199	11	0.712784657048849	1	14	15
3935	U-199	29	0.6853063682966922	1	15	16
3936	U-199	18	0.6714003773981441	1	16	17
3937	U-199	24	0.6606602315077591	1	17	18
3938	U-199	15	0.6303578353700648	1	18	19
3939	U-199	34	0.5197992473241462	0	2	20
3940	U-199	9	0.47037587124585056	0	3	21
3941	U-199	40	0.42899849611085683	0	4	22
3942	U-199	7	0.39514165508150756	0	5	23
3943	U-199	28	0.38442080561333203	0	6	24
3944	U-199	30	0.2659245276730487	0	7	25
3945	U-199	12	0.24951653254098094	0	8	26
3946	U-199	16	0.24547299371682124	0	9	27
3947	U-199	14	0.18246397439975287	0	10	28
3948	U-199	27	0.11142246374135395	0	11	29
3949	U-199	5	0.03892225202758259	0	12	30
3950	U-199	8	0.028170387587992507	0	13	31
3951	U-199	35	-0.01115752721611718	0	14	32
3952	U-199	33	-0.026285430468372506	0	15	33
3953	U-199	22	-0.058838843124385365	0	16	34
3954	U-199	17	-0.07853702493974224	0	17	35
3955	U-199	1	-0.09189750021188847	0	18	36
3956	U-199	13	-0.10863435811405953	0	19	37
3957	U-199	10	-0.3694640075151593	0	20	38
3958	U-199	37	-0.41089383375868793	0	21	39
3959	U-199	3	-0.5307330635055344	0	22	40
3960	U-200	12	0.9231655259431357	1	1	1
3961	U-200	14	0.8895893632403031	1	2	2
3962	U-200	40	0.6854173515949382	1	3	3
3963	U-200	8	0.5972102847533272	1	4	4
3964	U-200	17	0.5904207176132851	0	1	5
3965	U-200	30	0.4913883801269177	0	2	6
3966	U-200	13	0.4759371884744444	1	5	7
3967	U-200	10	0.43088144742782053	0	3	8
3968	U-200	2	0.3944715394948373	0	4	9
3969	U-200	38	0.3340461291800353	0	5	10
3970	U-200	22	0.30932792803496467	0	6	11
3971	U-200	19	0.28833346125223525	0	7	12
3972	U-200	1	0.27243372955090206	0	8	13
3973	U-200	31	0.2706481236932204	0	9	14
3974	U-200	20	0.229634907361815	1	6	15
3975	U-200	9	0.2061971879453134	0	10	16
3976	U-200	27	0.19698563204800482	0	11	17
3977	U-200	15	0.16892515975920308	0	12	18
3978	U-200	23	0.15334530555313536	0	13	19
3979	U-200	26	0.15078893635452761	0	14	20
3980	U-200	32	0.1429594204910811	0	15	21
3981	U-200	24	0.11004155303159086	0	16	22
3982	U-200	11	0.10862734603565316	0	17	23
3983	U-200	33	0.06188257014520564	0	18	24
3984	U-200	16	0.05545212159683452	0	19	25
3985	U-200	4	0.03861094502106768	0	20	26
3986	U-200	5	0.026908405824854098	0	21	27
3987	U-200	35	0.015327920079197338	0	22	28
3988	U-200	3	0.012168578666831936	0	23	29
3989	U-200	6	-0.003040488890506149	0	24	30
3990	U-200	34	-0.03601905318209425	0	25	31
3991	U-200	39	-0.0475743376292562	0	26	32
3992	U-200	28	-0.07221991837715735	0	27	33
3993	U-200	18	-0.08534607546593004	0	28	34
3994	U-200	37	-0.15821558470973812	0	29	35
3995	U-200	36	-0.16451774709782224	0	30	36
3996	U-200	25	-0.18724334617987903	0	31	37
3997	U-200	29	-0.26188307641623054	0	32	38
3998	U-200	21	-0.2839779522680769	0	33	39
3999	U-200	7	-0.33108958007799044	0	34	40
4000	U-201	10	1.1705111453823809	1	1	1
4001	U-201	40	0.8259105280740002	1	2	2
4002	U-201	1	0.7055361848997037	0	1	3
4003	U-201	37	0.6742114241641	1	3	4
4004	U-201	27	0.6217492830847668	0	2	5
4005	U-201	23	0.5799577209754057	1	4	6
4006	U-201	33	0.5599099156672354	1	5	7
4007	U-201	16	0.5549373934926126	0	3	8
4008	U-201	21	0.5077407482641947	0	4	9
4009	U-201	36	0.5045717750181736	0	5	10
4010	U-201	3	0.4005934726920489	0	6	11
4011	U-201	7	0.395121172341069	0	7	12
4012	U-201	24	0.388655824320718	1	6	13
4013	U-201	17	0.3605559867534248	0	8	14
4014	U-201	29	0.34080102282317604	0	9	15
4015	U-201	14	0.31866808205659625	0	10	16
4016	U-201	35	0.27776790002214674	0	11	17
4017	U-201	8	0.2697467013149087	0	12	18
4018	U-201	15	0.2629339624853573	0	13	19
4019	U-201	25	0.24760522201713273	0	14	20
4020	U-201	11	0.23930712475112986	1	7	21
4021	U-201	13	0.22548131413738623	0	15	22
4022	U-201	12	0.16919432465846487	0	16	23
4023	U-201	38	0.13384735361107208	0	17	24
4024	U-201	30	0.1245369494392208	0	18	25
4025	U-201	26	0.07541755181741816	0	19	26
4026	U-201	6	0.06410720057901603	0	20	27
4027	U-201	9	0.06300646940056828	1	8	28
4028	U-201	28	0.051118327138469505	0	21	29
4029	U-201	34	0.04146500987687082	0	22	30
4030	U-201	18	0.013466205894973299	0	23	31
4031	U-201	19	-0.026185481292384627	0	24	32
4032	U-201	32	-0.054749920965820764	0	25	33
4033	U-201	4	-0.07571876685436407	0	26	34
4034	U-201	22	-0.08865348981917326	0	27	35
4035	U-201	39	-0.10217710941644459	0	28	36
4036	U-201	5	-0.16605766429709234	0	29	37
4037	U-201	2	-0.18834500342251898	0	30	38
4038	U-201	31	-0.2097198685299943	0	31	39
4039	U-201	20	-0.25682599255595184	0	32	40
4040	U-202	28	0.8391215012126236	1	1	1
4041	U-202	19	0.819587498046731	1	2	2
4042	U-202	38	0.6153139378540065	1	3	3
4043	U-202	12	0.5238906993371899	1	4	4
4044	U-202	39	0.5125034279791085	0	1	5
4045	U-202	10	0.5106175196598659	1	5	6
4046	U-202	20	0.5003153700538344	1	6	7
4047	U-202	22	0.48785377166738864	0	2	8
4048	U-202	24	0.47952321388952046	0	3	9
4049	U-202	5	0.4468896669774904	1	7	10
4050	U-202	8	0.4193453527739347	0	4	11
4051	U-202	13	0.29462224046102037	0	5	12
4052	U-202	21	0.29180912666495884	0	6	13
4053	U-202	9	0.2774847140473396	1	8	14
4054	U-202	15	0.24969769386227397	0	7	15
4055	U-202	17	0.23627277209246123	0	8	16
4056	U-202	2	0.2223317131623877	0	9	17
4057	U-202	14	0.2167793917296277	0	10	18
4058	U-202	40	0.19521470047281728	0	11	19
4059	U-202	27	0.17285906956811903	0	12	20
4060	U-202	35	0.15494697711586686	0	13	21
4061	U-202	32	0.13337073078431738	0	14	22
4062	U-202	31	0.12069586468501967	0	15	23
4063	U-202	1	0.11243121741074394	0	16	24
4064	U-202	26	0.10641182154316087	0	17	25
4065	U-202	18	0.09364240863811647	0	18	26
4066	U-202	3	0.08212909200972475	0	19	27
4067	U-202	34	0.07368961063329149	0	20	28
4068	U-202	7	0.0709948353903308	0	21	29
4069	U-202	16	0.06387220294604362	0	22	30
4070	U-202	25	0.027192119721307167	0	23	31
4071	U-202	6	-0.04314866791600003	0	24	32
4072	U-202	4	-0.04948086412462885	0	25	33
4073	U-202	37	-0.1222851860278324	0	26	34
4074	U-202	11	-0.14289807668657806	0	27	35
4075	U-202	36	-0.1584422984906863	0	28	36
4076	U-202	29	-0.17122277902231636	0	29	37
4077	U-202	33	-0.1828037630315647	0	30	38
4078	U-202	30	-0.21655165318093988	0	31	39
4079	U-202	23	-0.26457697391007384	0	32	40
4080	U-203	23	0.7336215545761794	1	1	1
4081	U-203	31	0.6610962590705033	1	2	2
4082	U-203	6	0.6196453907892525	1	3	3
4083	U-203	14	0.4583252107072744	0	1	4
4084	U-203	12	0.4316646270585405	1	4	5
4085	U-203	33	0.4153370119878834	1	5	6
4086	U-203	4	0.37820073365430856	0	2	7
4087	U-203	1	0.3094608711665103	0	3	8
4088	U-203	18	0.27584922138294055	0	4	9
4089	U-203	26	0.2579249475194871	0	5	10
4090	U-203	21	0.2503477995970552	0	6	11
4091	U-203	17	0.2317479713501776	0	7	12
4092	U-203	40	0.2167306065344996	0	8	13
4093	U-203	19	0.20824156032500216	0	9	14
4094	U-203	29	0.14557468725454822	0	10	15
4095	U-203	38	0.14192469859335938	0	11	16
4096	U-203	15	0.12314224084272003	0	12	17
4097	U-203	34	0.12263757966164493	0	13	18
4098	U-203	39	0.10897813287495886	0	14	19
4099	U-203	37	0.08517987120994622	0	15	20
4100	U-203	2	0.06882606193443169	0	16	21
4101	U-203	22	0.06029659320073996	0	17	22
4102	U-203	35	0.054857791547245516	0	18	23
4103	U-203	20	0.037475675146901574	0	19	24
4104	U-203	11	0.02916683660234283	0	20	25
4105	U-203	30	0.028072181306165248	0	21	26
4106	U-203	3	0.02064125749829608	0	22	27
4107	U-203	36	0.01376190486310995	0	23	28
4108	U-203	16	-0.016258715325977224	0	24	29
4109	U-203	9	-0.048720395705289216	0	25	30
4110	U-203	13	-0.06629028882753202	0	26	31
4111	U-203	7	-0.08976538361993205	0	27	32
4112	U-203	24	-0.09494948664699349	0	28	33
4113	U-203	25	-0.10242799748740061	0	29	34
4114	U-203	10	-0.12904828820919345	0	30	35
4115	U-203	8	-0.13023000488276787	0	31	36
4116	U-203	32	-0.1589568822109585	0	32	37
4117	U-203	27	-0.16460111729522925	0	33	38
4118	U-203	5	-0.24095673825476532	0	34	39
4119	U-203	28	-0.24652397978998503	0	35	40
4120	U-204	8	0.4051409053430876	1	1	1
4121	U-204	1	0.3668708128844448	1	2	2
4122	U-204	12	0.24923003582962044	0	1	3
4123	U-204	37	0.2078475394461805	0	2	4
4124	U-204	34	0.19977094120458022	0	3	5
4125	U-204	33	0.1691242669535284	0	4	6
4126	U-204	17	0.16487786898282478	0	5	7
4127	U-204	38	0.15223159299528283	0	6	8
4128	U-204	36	0.14820226701263856	0	7	9
4129	U-204	27	0.12921832821643708	0	8	10
4130	U-204	15	0.09594157416176069	0	9	11
4131	U-204	11	0.09581380296446916	0	10	12
4132	U-204	24	0.09047633868432214	0	11	13
4133	U-204	10	0.08956901841562084	0	12	14
4134	U-204	14	0.07179330737817874	0	13	15
4135	U-204	2	0.06960879164395344	0	14	16
4136	U-204	3	0.06284916390600939	0	15	17
4137	U-204	22	0.050887007776293534	0	16	18
4138	U-204	5	0.03986571110616425	0	17	19
4139	U-204	20	0.0358748820490523	0	18	20
4140	U-204	16	0.03209127992005635	0	19	21
4141	U-204	9	0.02568948272873661	0	20	22
4142	U-204	40	0.02133333029516698	0	21	23
4143	U-204	29	0.01905748803163347	0	22	24
4144	U-204	32	0.016392731271893973	0	23	25
4145	U-204	13	0.01447824603094456	0	24	26
4146	U-204	19	0.014126217651151962	0	25	27
4147	U-204	4	0.012972362640727056	0	26	28
4148	U-204	25	-0.011285401809351926	0	27	29
4149	U-204	39	-0.01737170341764964	0	28	30
4150	U-204	23	-0.02198745113521325	0	29	31
4151	U-204	21	-0.022880126455890173	0	30	32
4152	U-204	18	-0.026266912277398677	0	31	33
4153	U-204	6	-0.04864945937504997	0	32	34
4154	U-204	28	-0.07481037059095053	0	33	35
4155	U-204	30	-0.1283807672995974	0	34	36
4156	U-204	26	-0.12916440650203076	0	35	37
4157	U-204	31	-0.1684865259891432	0	36	38
4158	U-204	35	-0.18368045227218577	0	37	39
4159	U-204	7	-0.2183717184002989	0	38	40
4160	U-205	35	1.415036924715006	1	1	1
4161	U-205	10	0.8635444064168641	1	2	2
4162	U-205	3	0.7452297225700727	1	3	3
4163	U-205	19	0.7216087020406501	1	4	4
4164	U-205	13	0.6699234976264767	0	1	5
4165	U-205	16	0.6431677886585088	1	5	6
4166	U-205	28	0.560053719049082	1	6	7
4167	U-205	9	0.4683797339342718	0	2	8
4168	U-205	7	0.4259816144160781	1	7	9
4169	U-205	5	0.41692777828592287	0	3	10
4170	U-205	24	0.4157820161510257	0	4	11
4171	U-205	25	0.40363283295703895	0	5	12
4172	U-205	21	0.3944810458935033	0	6	13
4173	U-205	40	0.3561895727647174	0	7	14
4174	U-205	22	0.3088095200704706	0	8	15
4175	U-205	26	0.29631339503677145	0	9	16
4176	U-205	20	0.2902062842984966	0	10	17
4177	U-205	32	0.234545253182496	1	8	18
4178	U-205	39	0.22357551088051103	0	11	19
4179	U-205	37	0.19888371706681568	0	12	20
4180	U-205	17	0.1745168857396965	0	13	21
4181	U-205	29	0.14828274857325568	0	14	22
4182	U-205	2	0.1415487985747123	0	15	23
4183	U-205	18	0.12066161694670788	0	16	24
4184	U-205	36	0.1190714999649744	0	17	25
4185	U-205	33	0.10932612475652984	0	18	26
4186	U-205	27	0.10781553507157443	0	19	27
4187	U-205	34	0.09951350170105863	0	20	28
4188	U-205	30	0.05293002082746376	0	21	29
4189	U-205	15	0.035636038888329974	0	22	30
4190	U-205	8	0.010326960302497024	1	9	31
4191	U-205	12	-0.023455320150077508	0	23	32
4192	U-205	11	-0.03941434595008203	0	24	33
4193	U-205	38	-0.048332616819905416	0	25	34
4194	U-205	1	-0.05070063733029784	0	26	35
4195	U-205	14	-0.07441966947536682	0	27	36
4196	U-205	23	-0.11849073847624414	0	28	37
4197	U-205	31	-0.12984471746162385	0	29	38
4198	U-205	6	-0.2697202017896104	0	30	39
4199	U-205	4	-0.4175245199083749	0	31	40
4200	U-206	36	0.5946864337430241	1	1	1
4201	U-206	32	0.39553471471608226	1	2	2
4202	U-206	4	0.34558813503093744	1	3	3
4203	U-206	25	0.3105974830307086	0	1	4
4204	U-206	31	0.2780275079283552	0	2	5
4205	U-206	11	0.24705799646961357	0	3	6
4206	U-206	8	0.1946905970391577	0	4	7
4207	U-206	27	0.19248796767083304	0	5	8
4208	U-206	39	0.1919634967473136	0	6	9
4209	U-206	30	0.18508287881517063	0	7	10
4210	U-206	34	0.1756721728470962	0	8	11
4211	U-206	26	0.15095001343163672	0	9	12
4212	U-206	20	0.1423447178617513	0	10	13
4213	U-206	5	0.1372065085205263	0	11	14
4214	U-206	2	0.13390962422096378	0	12	15
4215	U-206	33	0.12150255104611929	0	13	16
4216	U-206	21	0.10635184753476518	0	14	17
4217	U-206	16	0.10337166350231185	0	15	18
4218	U-206	29	0.08396571570165506	0	16	19
4219	U-206	38	0.0697309276264773	0	17	20
4220	U-206	24	0.037151950894779545	0	18	21
4221	U-206	40	0.034311478714398935	0	19	22
4222	U-206	9	0.02547547517942996	0	20	23
4223	U-206	23	0.0232330812666712	0	21	24
4224	U-206	6	0.00018370479508973692	0	22	25
4225	U-206	18	-0.001180636863530718	0	23	26
4226	U-206	1	-0.017123236113898127	0	24	27
4227	U-206	37	-0.027498046407087362	0	25	28
4228	U-206	15	-0.028061710170082382	0	26	29
4229	U-206	10	-0.02981667677942418	0	27	30
4230	U-206	14	-0.041297156066810725	0	28	31
4231	U-206	22	-0.06768767008156733	0	29	32
4232	U-206	13	-0.0817587743375844	0	30	33
4233	U-206	19	-0.10112548265325609	0	31	34
4234	U-206	35	-0.10616437366615973	0	32	35
4235	U-206	3	-0.12028472806036032	0	33	36
4236	U-206	28	-0.12842681285672675	0	34	37
4237	U-206	7	-0.1655222943363689	0	35	38
4238	U-206	17	-0.1751899572122348	0	36	39
4239	U-206	12	-0.1899410887297754	0	37	40
4240	U-207	23	0.9704414476516696	1	1	1
4241	U-207	22	0.9205670540749191	1	2	2
4242	U-207	12	0.7534823910811146	1	3	3
4243	U-207	26	0.7030476535841079	1	4	4
4244	U-207	14	0.6522244074244079	0	1	5
4245	U-207	30	0.6457601892109056	1	5	6
4246	U-207	10	0.6163352232883352	1	6	7
4247	U-207	38	0.35570860836292506	1	7	8
4248	U-207	39	0.33544232548188524	0	2	9
4249	U-207	28	0.32935040170749064	0	3	10
4250	U-207	24	0.32247082352256295	0	4	11
4251	U-207	20	0.3093829378566977	1	8	12
4252	U-207	8	0.27498764902355344	0	5	13
4253	U-207	3	0.24353810629404116	0	6	14
4254	U-207	16	0.24110527754996275	0	7	15
4255	U-207	40	0.23880791421601572	0	8	16
4256	U-207	6	0.2029926473019436	0	9	17
4257	U-207	4	0.19454406005038374	0	10	18
4258	U-207	13	0.14146885295615558	0	11	19
4259	U-207	32	0.13982582834002516	0	12	20
4260	U-207	21	0.1122645910882385	0	13	21
4261	U-207	34	0.10539948358785046	0	14	22
4262	U-207	29	0.09328991963117711	0	15	23
4263	U-207	25	0.08089346442536928	0	16	24
4264	U-207	15	0.0787966114418816	0	17	25
4265	U-207	2	0.056324916842605904	0	18	26
4266	U-207	1	0.02327226310547517	0	19	27
4267	U-207	5	0.016180162951727972	0	20	28
4268	U-207	35	-0.0021826954502882634	0	21	29
4269	U-207	11	-0.0086910671613179	0	22	30
4270	U-207	31	-0.008860477744846385	0	23	31
4271	U-207	17	-0.011718748511262228	0	24	32
